codigo;codigo_legacy;capitulo;partida;descripcion;unidad;precio;categoria;subcategoria;apartado;coste_materiales;coste_mano_obra;coste_complementarios;coste_otros;rendimiento;desperdicio_pct;notas_tecnicas
09.08.01.180;;Instalaciones;Instalación de ventilación de garaje.;Instalación de ventilación de garaje., con conexión. Incluye la conexión y la fijación. Medido por unidad instalada.;ud;36.89;09 Instalaciones;09.08 Ventilación y extracción;09.08.01 Ventilación y extracción;22.00;5.80;0.28;0.30;1.200 h/ud;;Coste directo 28.38 USD + margen 30%
09.08.01.190;;Instalaciones;Instalación de ventilación de depósito.;Instalación de ventilación de depósito., con conexión. Incluye la conexión y la fijación. Medido por unidad instalada.;ud;36.89;09 Instalaciones;09.08 Ventilación y extracción;09.08.01 Ventilación y extracción;22.00;5.80;0.28;0.30;1.200 h/ud;;Coste directo 28.38 USD + margen 30%
09.08.01.200;;Instalaciones;Instalación de ventilación de lavandería.;Instalación de ventilación de lavandería., con conexión. Incluye la conexión y la fijación. Medido por unidad instalada.;ud;36.89;09 Instalaciones;09.08 Ventilación y extracción;09.08.01 Ventilación y extracción;22.00;5.80;0.28;0.30;1.200 h/ud;;Coste directo 28.38 USD + margen 30%
09.08.01.210;;Instalaciones;Instalación de ventilación de closet.;Instalación de ventilación de closet., con conexión. Incluye la conexión y la fijación. Medido por unidad instalada.;ud;36.89;09 Instalaciones;09.08 Ventilación y extracción;09.08.01 Ventilación y extracción;22.00;5.80;0.28;0.30;1.200 h/ud;;Coste directo 28.38 USD + margen 30%
09.08.01.220;;Instalaciones;Instalación de ventilación de cuarto técnico.;Instalación de ventilación de cuarto técnico., con conexión. Incluye la conexión y la fijación. Medido por unidad instalada.;ud;36.89;09 Instalaciones;09.08 Ventilación y extracción;09.08.01 Ventilación y extracción;22.00;5.80;0.28;0.30;1.200 h/ud;;Coste directo 28.38 USD + margen 30%
09.08.01.230;;Instalaciones;Instalación de ventilación de sala.;Instalación de ventilación de sala., con conexión. Incluye la conexión y la fijación. Medido por unidad instalada.;ud;36.89;09 Instalaciones;09.08 Ventilación y extracción;09.08.01 Ventilación y extracción;22.00;5.80;0.28;0.30;1.200 h/ud;;Coste directo 28.38 USD + margen 30%
09.08.01.240;;Instalaciones;Instalación de ventilación de dormitorio.;Instalación de ventilación de dormitorio., con conexión. Incluye la conexión y la fijación. Medido por unidad instalada.;ud;36.89;09 Instalaciones;09.08 Ventilación y extracción;09.08.01 Ventilación y extracción;22.00;5.80;0.28;0.30;1.200 h/ud;;Coste directo 28.38 USD + margen 30%
09.08.01.250;;Instalaciones;Instalación de ventilación de estudio.;Instalación de ventilación de estudio., con conexión. Incluye la conexión y la fijación. Medido por unidad instalada.;ud;36.89;09 Instalaciones;09.08 Ventilación y extracción;09.08.01 Ventilación y extracción;22.00;5.80;0.28;0.30;1.200 h/ud;;Coste directo 28.38 USD + margen 30%
09.08.01.260;;Instalaciones;Instalación de ventilación de comedor.;Instalación de ventilación de comedor., con conexión. Incluye la conexión y la fijación. Medido por unidad instalada.;ud;36.89;09 Instalaciones;09.08 Ventilación y extracción;09.08.01 Ventilación y extracción;22.00;5.80;0.28;0.30;1.200 h/ud;;Coste directo 28.38 USD + margen 30%
09.08.01.270;;Instalaciones;Instalación de ventilación de terraza.;Instalación de ventilación de terraza., con conexión. Incluye la conexión y la fijación. Medido por unidad instalada.;ud;36.89;09 Instalaciones;09.08 Ventilación y extracción;09.08.01 Ventilación y extracción;22.00;5.80;0.28;0.30;1.200 h/ud;;Coste directo 28.38 USD + margen 30%
09.08.01.280;;Instalaciones;Instalación de ventilación de local.;Instalación de ventilación de local., con conexión. Incluye la conexión y la fijación. Medido por unidad instalada.;ud;36.89;09 Instalaciones;09.08 Ventilación y extracción;09.08.01 Ventilación y extracción;22.00;5.80;0.28;0.30;1.200 h/ud;;Coste directo 28.38 USD + margen 30%
09.08.01.290;;Instalaciones;Instalación de ventilación de comercio.;Instalación de ventilación de comercio., con conexión. Incluye la conexión y la fijación. Medido por unidad instalada.;ud;36.89;09 Instalaciones;09.08 Ventilación y extracción;09.08.01 Ventilación y extracción;22.00;5.80;0.28;0.30;1.200 h/ud;;Coste directo 28.38 USD + margen 30%
09.08.01.300;;Instalaciones;Instalación de ventilación de oficina.;Instalación de ventilación de oficina., con conexión. Incluye la conexión y la fijación. Medido por unidad instalada.;ud;36.89;09 Instalaciones;09.08 Ventilación y extracción;09.08.01 Ventilación y extracción;22.00;5.80;0.28;0.30;1.200 h/ud;;Coste directo 28.38 USD + margen 30%
09.08.01.310;;Instalaciones;Instalación de extractor de campana.;Instalación de extractor de campana., con conexión. Incluye la conexión. Medido por unidad instalada.;ud;36.89;09 Instalaciones;09.08 Ventilación y extracción;09.08.01 Ventilación y extracción;22.00;5.80;0.28;0.30;1.200 h/ud;;Coste directo 28.38 USD + margen 30%
09.08.01.320;;Instalaciones;Instalación de ventilador de baño con sensor.;Instalación de ventilador de baño con sensor., con conexión. Incluye la conexión. Medido por unidad instalada.;ud;36.89;09 Instalaciones;09.08 Ventilación y extracción;09.08.01 Ventilación y extracción;22.00;5.80;0.28;0.30;1.200 h/ud;;Coste directo 28.38 USD + margen 30%
09.08.01.330;;Instalaciones;Instalación de rejilla de retorno de aire.;Instalación de rejilla de retorno., con conexión. Incluye la conexión. Medido por unidad instalada.;ud;36.89;09 Instalaciones;09.08 Ventilación y extracción;09.08.01 Ventilación y extracción;22.00;5.80;0.28;0.30;1.200 h/ud;;Coste directo 28.38 USD + margen 30%
09.09.01.010;CT-14-02-010;Instalaciones;Tubería de gas doméstico.;Tendido de tubería de gas doméstico en cobre o acero, vista o en canalización ventilada, con sus accesorios, soportes y prueba de estanqueidad. La tubería de gas no se empotra ciega: debe discurrir vista o en vaina ventilada al exterior, de modo que una fuga se disipe en lugar de acumularse. Incluye el replanteo del trazado, el corte y unión por soldadura fuerte o roscado según el material, la fijación con abrazaderas, los pasos de muro con vaina, la prueba de estanqueidad con presión y detector, y la señalización de la tubería. Medido en longitud realmente instalada.;m;16.69;09 Instalaciones;09.09 Gas combustible;09.09.01 Gas doméstico;8.73;3.22;0.13;0.76;0.680 h/m;;Coste directo 12.84 USD + margen 30%
09.09.01.020;CT-14-02-020;Instalaciones;Punto de gas para cocina o calentador.;Punto de conexión de gas para cocina, calentador u otro artefacto, con su llave de corte individual, conexión flexible homologada y prueba. Incluye la derivación desde la línea principal, el montaje de la llave de corte en posición accesible sin necesidad de mover el artefacto, la conexión con manguera homologada dentro de su fecha de validez, la prueba de estanqueidad de la unión con detector de fugas y la verificación de la combustión del artefacto tras la puesta en servicio. Medido por punto terminado y probado.;ud;62.63;09 Instalaciones;09.09 Gas combustible;09.09.01 Gas doméstico;39.29;7.98;0.48;0.43;1.650 h/ud;;Coste directo 48.18 USD + margen 30%
09.09.01.030;CT-14-02-030;Instalaciones;Regulador, medidor y protección de instalación de gas.;Montaje del conjunto de regulación y medida de la instalación de gas, con su regulador de presión, llave de corte general, medidor y armario o nicho ventilado. Incluye el replanteo en emplazamiento ventilado y accesible conforme exige la normativa y la compañía suministradora, el montaje del armario, la instalación del regulador y de la llave general, la conexión de entrada y salida, la prueba de estanqueidad del conjunto y la preparación para la inspección y puesta en servicio. Medido por conjunto instalado.;ud;120.65;09 Instalaciones;09.09 Gas combustible;09.09.01 Gas doméstico;75.29;15.95;0.92;0.65;3.300 h/ud;;Coste directo 92.81 USD + margen 30%
09.09.01.040;;Instalaciones;Tubería de gas de cobre.;Ejecución de tubería de gas de cobre., con conexión y prueba. Incluye la conexión y la prueba de estanqueidad. Medido por metro lineal ejecutado/a.;m;21.37;09 Instalaciones;09.09 Gas combustible;09.09.01 Gas doméstico;13.92;2.18;0.16;0.18;0.450 h/m;;Coste directo 16.44 USD + margen 30%
09.09.01.050;;Instalaciones;Tubería de gas de acero.;Ejecución de tubería de gas de acero., con conexión y prueba. Incluye la conexión y la prueba de estanqueidad. Medido por metro lineal ejecutado/a.;m;21.37;09 Instalaciones;09.09 Gas combustible;09.09.01 Gas doméstico;13.92;2.18;0.16;0.18;0.450 h/m;;Coste directo 16.44 USD + margen 30%
09.09.01.060;;Instalaciones;Punto de gas para estufa.;Ejecución de punto de gas para estufa., con conexión y prueba. Incluye la conexión y la prueba de estanqueidad. Medido por unidad ejecutado/a.;ud;21.37;09 Instalaciones;09.09 Gas combustible;09.09.01 Gas doméstico;13.92;2.18;0.16;0.18;0.450 h/ud;;Coste directo 16.44 USD + margen 30%
09.09.01.070;;Instalaciones;Punto de gas para horno.;Ejecución de punto de gas para horno., con conexión y prueba. Incluye la conexión y la prueba de estanqueidad. Medido por unidad ejecutado/a.;ud;21.37;09 Instalaciones;09.09 Gas combustible;09.09.01 Gas doméstico;13.92;2.18;0.16;0.18;0.450 h/ud;;Coste directo 16.44 USD + margen 30%
09.09.01.080;;Instalaciones;Punto de gas para calentador.;Ejecución de punto de gas para calentador., con conexión y prueba. Incluye la conexión y la prueba de estanqueidad. Medido por unidad ejecutado/a.;ud;21.37;09 Instalaciones;09.09 Gas combustible;09.09.01 Gas doméstico;13.92;2.18;0.16;0.18;0.450 h/ud;;Coste directo 16.44 USD + margen 30%
09.09.01.090;;Instalaciones;Punto de gas para secadora.;Ejecución de punto de gas para secadora., con conexión y prueba. Incluye la conexión y la prueba de estanqueidad. Medido por unidad ejecutado/a.;ud;21.37;09 Instalaciones;09.09 Gas combustible;09.09.01 Gas doméstico;13.92;2.18;0.16;0.18;0.450 h/ud;;Coste directo 16.44 USD + margen 30%
09.09.01.100;;Instalaciones;Instalación de regulador de gas.;Ejecución de instalación de regulador de gas., con conexión y prueba. Incluye la conexión y la prueba de estanqueidad. Medido por unidad ejecutado/a.;ud;21.37;09 Instalaciones;09.09 Gas combustible;09.09.01 Gas doméstico;13.92;2.18;0.16;0.18;0.450 h/ud;;Coste directo 16.44 USD + margen 30%
09.09.01.110;;Instalaciones;Instalación de medidor de gas.;Ejecución de instalación de medidor de gas., con conexión y prueba. Incluye la conexión y la prueba de estanqueidad. Medido por unidad ejecutado/a.;ud;21.37;09 Instalaciones;09.09 Gas combustible;09.09.01 Gas doméstico;13.92;2.18;0.16;0.18;0.450 h/ud;;Coste directo 16.44 USD + margen 30%
09.09.01.120;;Instalaciones;Instalación de llave de corte de gas.;Ejecución de instalación de llave de corte de gas., con conexión y prueba. Incluye la conexión y la prueba de estanqueidad. Medido por unidad ejecutado/a.;ud;21.37;09 Instalaciones;09.09 Gas combustible;09.09.01 Gas doméstico;13.92;2.18;0.16;0.18;0.450 h/ud;;Coste directo 16.44 USD + margen 30%
09.09.01.130;;Instalaciones;Instalación de detector de gas.;Ejecución de instalación de detector de gas., con conexión y prueba. Incluye la conexión y la prueba de estanqueidad. Medido por unidad ejecutado/a.;ud;21.37;09 Instalaciones;09.09 Gas combustible;09.09.01 Gas doméstico;13.92;2.18;0.16;0.18;0.450 h/ud;;Coste directo 16.44 USD + margen 30%
09.09.01.140;;Instalaciones;Instalación de válvula de seguridad.;Ejecución de instalación de válvula de seguridad., con conexión y prueba. Incluye la conexión y la prueba de estanqueidad. Medido por unidad ejecutado/a.;ud;21.37;09 Instalaciones;09.09 Gas combustible;09.09.01 Gas doméstico;13.92;2.18;0.16;0.18;0.450 h/ud;;Coste directo 16.44 USD + margen 30%
09.09.01.150;;Instalaciones;Tubería de gas de montante.;Ejecución de tubería de gas de montante., con conexión y prueba. Incluye la conexión y la prueba de estanqueidad. Medido por metro lineal ejecutado/a.;m;21.37;09 Instalaciones;09.09 Gas combustible;09.09.01 Gas doméstico;13.92;2.18;0.16;0.18;0.450 h/m;;Coste directo 16.44 USD + margen 30%
09.09.01.160;;Instalaciones;Punto de gas para cocina.;Ejecución de punto de gas para cocina., con conexión y prueba. Incluye la conexión y la prueba de estanqueidad. Medido por unidad ejecutado/a.;ud;21.37;09 Instalaciones;09.09 Gas combustible;09.09.01 Gas doméstico;13.92;2.18;0.16;0.18;0.450 h/ud;;Coste directo 16.44 USD + margen 30%
09.09.01.170;;Instalaciones;Punto de gas para lavandería.;Ejecución de punto de gas para lavandería., con conexión y prueba. Incluye la conexión y la prueba de estanqueidad. Medido por unidad ejecutado/a.;ud;21.37;09 Instalaciones;09.09 Gas combustible;09.09.01 Gas doméstico;13.92;2.18;0.16;0.18;0.450 h/ud;;Coste directo 16.44 USD + margen 30%
09.09.01.180;;Instalaciones;Punto de gas para terraza.;Ejecución de punto de gas para terraza., con conexión y prueba. Incluye la conexión y la prueba de estanqueidad. Medido por unidad ejecutado/a.;ud;21.37;09 Instalaciones;09.09 Gas combustible;09.09.01 Gas doméstico;13.92;2.18;0.16;0.18;0.450 h/ud;;Coste directo 16.44 USD + margen 30%
09.09.01.190;;Instalaciones;Punto de gas para parrillera.;Ejecución de punto de gas para parrillera., con conexión y prueba. Incluye la conexión y la prueba de estanqueidad. Medido por unidad ejecutado/a.;ud;21.37;09 Instalaciones;09.09 Gas combustible;09.09.01 Gas doméstico;13.92;2.18;0.16;0.18;0.450 h/ud;;Coste directo 16.44 USD + margen 30%
09.09.01.200;;Instalaciones;Tubería de gas empotrada.;Ejecución de tubería de gas empotrada., con conexión y prueba. Incluye la conexión y la prueba de estanqueidad. Medido por metro lineal ejecutado/a.;m;21.37;09 Instalaciones;09.09 Gas combustible;09.09.01 Gas doméstico;13.92;2.18;0.16;0.18;0.450 h/m;;Coste directo 16.44 USD + margen 30%
09.09.01.210;;Instalaciones;Tubería de gas vista.;Ejecución de tubería de gas vista., con conexión y prueba. Incluye la conexión y la prueba de estanqueidad. Medido por metro lineal ejecutado/a.;m;21.37;09 Instalaciones;09.09 Gas combustible;09.09.01 Gas doméstico;13.92;2.18;0.16;0.18;0.450 h/m;;Coste directo 16.44 USD + margen 30%
09.09.01.220;;Instalaciones;Acometida de gas.;Ejecución de acometida de gas., con conexión y prueba. Incluye la conexión y la prueba de estanqueidad. Medido por metro lineal ejecutado/a.;m;21.37;09 Instalaciones;09.09 Gas combustible;09.09.01 Gas doméstico;13.92;2.18;0.16;0.18;0.450 h/m;;Coste directo 16.44 USD + margen 30%
09.09.01.230;;Instalaciones;Instalación de gabinete de gas.;Ejecución de instalación de gabinete de gas., con conexión y prueba. Incluye la conexión y la prueba de estanqueidad. Medido por unidad ejecutado/a.;ud;21.37;09 Instalaciones;09.09 Gas combustible;09.09.01 Gas doméstico;13.92;2.18;0.16;0.18;0.450 h/ud;;Coste directo 16.44 USD + margen 30%
